NOMBRE,Place address,name,address
Instalación Deportiva Municipal Básica Jardines de Bucaramanga,AVENIDA BUCARAMANGA 2,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Jardín Canarias,CALLE CANARIAS 19,Palos de la Frontera,Calle Palos de la Frontera nº 27
Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,CALLE ARGANDA 3,Madrid Río-Yeserías,Paseo de Yeserías nº 45
Instalación Deportiva Municipal Básica Jardín de Portugalete,CALLE ULISES 23,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Jazmin,CALLE JAZMIN 36,Chamartín,Calle Rodríguez Jaén nº 40
Instalación Deportiva Municipal Básica Jesús Aprendiz,CALLE ANTONIO DIAZ-CAÑABATE 9,Niño Jesús,Calle Doctor Esquerdo nº 161
Instalación Deportiva Municipal Básica Jesús Divino Obrero,CALLE HUMANES S/N,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Instalación Deportiva Municipal Básica Joaquín Ibarra,CALLE JOAQUIN IBARRA S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica José Durán,AVENIDA PARQUE DE PALOMERAS BAJAS 10,,
Instalación Deportiva Municipal Básica José de Cadalso,CALLE JOSE DE CADALSO s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica José de Pasamonte,AVENIDA DOCTOR GARCIA TAPIA 51,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Juan Clemente Núñez,CALLE JUAN CLEMENTE NU&amp;Ntilde;EZ 1,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Juan de Mariana,CALLE JUAN DE MARIANA 8,Juan Martín,Calle Juan Martín el Empecinado nº 16
Instalación Deportiva Municipal Básica Juan de Vera,PLAZA CASAR DE CACERES s/n,Paseo de las Delicias,Paseo de las Delicias nº 92
Instalación Deportiva Municipal Básica Julián González,CALLE JULIAN GONZALEZ 4,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica La Cabrera,CALLE LA CABRERA 33,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica La Chimenea,CALLE VALLANDES 5,Antonio López,Calle Eugenio Caxes frente al nº 12
Instalación Deportiva Municipal Básica La Chopera,CALLE ESCULTOR PERESEJO 86,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica La Diligencia,CALLE DILGENCIA 7,,
Instalación Deportiva Municipal Básica La Masó,CALLE LA MASO 34,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica La Perla,CALLE CORINDON 3,,
Instalación Deportiva Municipal Básica Las Rosas,AVENIDA NIZA s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Las Vistillas,PLAZA GABRIEL MIRO s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Lili Alvarez,CALLE LA RIVIERA 4,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Lonja de la Seda,CALLE LONJA DE LA SEDA 32,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Arbolitos,RONDA SUR S/N,,
Instalación Deportiva Municipal Básica Los Caprichos,AVENIDA CAPRICHOS 1,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Coronales,CALLE BAHIA DE MALAGA 5,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Los Cármenes,CALLE ALHAMBRA 35,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Llanos,CALLE FLORENCIO CASTILLO 3,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Los Morales,CALLE MORALES 31,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,CALLE PATRIMONIO DE LA HUMANIDAD 37,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad II,CALLE MORALES s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Los Poblados,AVENIDA POBLADOS s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Los Rosales I,AVENIDA LOS ROSALES 131,,
Instalación Deportiva Municipal Básica Lucano,CALLE LUCANO s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Luis Buitrago,CALLE LUIS BUITRAGO 7y11,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Luis Mitjans,CALLE LUIS MITJANS 15,Valderribas,Calle Doctor Esquerdo nº 191
Instalación Deportiva Municipal Básica Lyon - Flandes,"CALLE LYON 136 (c/v Calle Flandes, 4 posterior)",Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Machupichu,AVENIDA MACHUPICHU 50,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Madrid - Las Tablas,CALLE FROMISTA 5,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Madrid Sur,CALLE PUERTO DE VELATE 18,,
Instalación Deportiva Municipal Básica Mallorca,CALLE AGASTIA s/n,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Manizales,CALLE GALAPA 10,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Mar de Japón,CALLE MAR DEL JAPON 7,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Maracena,CALLE MARACENA 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Maris Stella,CALLE DOCTOR TOLOSA LATOUR 18,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Martala I,CALLE PICO DE LOS ARTILLEROS 5,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Maruja Mallo,AVENIDA MARUJA MALLO 7,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica María Inmaculada,CAMINO CRUCES s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica María de Austria,PARQUE EMPERATRIZ MARÍA DE AUSTRIA s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica María de Villota,CALLE ESTEFANITA 3,,
Instalación Deportiva Municipal Básica Matilde Gayo,CALLE MATILDE GAYO 4,Antonio López,Calle Eugenio Caxes frente al nº 12
Instalación Deportiva Municipal Básica Maíz,CALLE RICARDO BELTRAN Y ROZPIDE 28,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Medio Amposta,CALLE ALBERIQUE s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Mercedes Arteaga,CALLE MERCEDES ARTEAGA S/N,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Miguel Aracil,CALLE JOAQUIN LORENZO 39,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Miguel Hernández,AVENIDA MIGUEL HERNANDEZ S/N,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Miguel Riesco,CALLE MIGUEL RIESCO 7,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power,CALLE MIGUEL RIESCO 1,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Miguel Yuste,CALLE MIGUEL YUSTE s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Minaya,CALLE MINAYA 5,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete),CALLE MIRADOR DE LA REINA 2,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Mirasierra,CALLE NURIA 83,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Molino,PASEO MOLINO 2,Legazpi,Calle Bolívar nº 3
Instalación Deportiva Municipal Básica Mondariz,PLAZA MONDARIZ 1,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Monovar,CALLE MONOVAR 3,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Montalbos,CALLE MONTALBOS 14,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Montecarmelo,CALLE MONASTERIO DE EL PAULAR 138,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Montecarmelo McDonald´s,AVENIDA MONTECARMELO 1,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Mozart,CALLE MOZART s/n,Paseo de la Florida,Paseo de la Florida nº 8
Instalación Deportiva Municipal Básica Mártires Maristas,AVENIDA MARTIRES MARISTAS 2,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Nevado de Cumbal,CALLE NEVADO DEL CUMBAL 4,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Nicolasa Gómez,CALLE NICOLASA GOMEZ 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Novecento,CALLE NOVECENTO 6,,
Instalación Deportiva Municipal Básica Nuestra Señora de Loreto,CALLE TIMON 16,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Nuestra Señora de la Paloma,CARRERA SAN FRANCISCO 4,Plaza de los Carros,Carrera de San Francisco nº 1
Instalación Deportiva Municipal Básica Nueva Esperanza,CALLE ANOETA 1,,
Instalación Deportiva Municipal Básica Ontanilla,AVENIDA LOS POBLADOS s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Orcasur,AVENIDA ORCASUR 53,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Orión-Jupiter,CALLE ORION 52,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Oscar y Jesús,CALLE SOLEDAD CAZORLA 22,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Oyarzun,PLAZA OYARZUN 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica P.A.R. Antonio López,CALLE ANTONIO LOPEZ 27,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,AVENIDA MARQUES DE CORBERA 62,,
Instalación Deportiva Municipal Básica P.A.R. Ramón Gómez de la Serna,CALLE RAMON GOMEZ DE LA SERNA 49,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica PAR Manuel Noya,CALLE MANUEL NOYA 2,,
Instalación Deportiva Municipal Básica PAR Rafaela Ybarra,AVENIDA RAFAELA YBARRA 51,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Pablo Casals,PASEO ERMITA DEL SANTO 10,Puerta del Ángel,Plaza Puerta del Ángel nº 4
Instalación Deportiva Municipal Básica Padre Claret,CALLE PADRE CLARET 18,Corazón de María,Calle Santa Hortensia nº 31
Instalación Deportiva Municipal Básica Padre Damián,CALLE PADRE DAMIAN 26,Alberto Alcocer,Avenida de Alberto Alcocer nº 22
Instalación Deportiva Municipal Básica Palomeras Bajas,CALLE PUERTO DE BALBARAN s/n,,
Instalación Deportiva Municipal Básica Parque Adelfas,CALLE MARTINEZ CORROCHANO esquina  con calle Luis Mitjans 26,Conde de Casal,Plaza del Conde de Casal nº 8
Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún I,PASEO CAPITAN BLANCO ARGIBAY S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,CALLE SINESIO DELGADO 30,Torre Cepsa,Calle Sinesio Delgado nº 2
Instalación Deportiva Municipal Básica Parque Alfredo Kraus,CALLE MAR ADRIATICO 7,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Parque Aluche,CALLE VALMOJADO 4,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Arroyo Fresno,AVENIDA VENTISQUERO DE LA CONDESA 43,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,CALLE ARROYO DE POZUELO 10,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Parque Boadilla,CARRETERA BOADILLA DEL MONTE 1,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Breogán,AVENIDA BRASILIA 2,Avenida Brasilia,Avenida de Brasilia frente al nº 9
Instalación Deportiva Municipal Básica Parque Calle Onil,CALLE NAVIA 12,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Caramuel,CALLE SEPULVEDA s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Cedral,CALLE RODRIGUEZ ILLANES S/N,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque Cerro Almodovar,PARQUE CERRO ALMODOVAR s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,CALLE CERRO DE ALMODOVAR 9,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Parque Cuña Verde,AVENIDA DAROCA 300,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Parque Darwin,AVENIDA MORATALAZ 93,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,CALLE CARMEN AMAYA 3,Camino Vinateros,Calle Camino de los Vinateros nº 28
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,CALLE CARMEN AMAYA 1,Camino Vinateros,Calle Camino de los Vinateros nº 28
Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,CALLE MONOVAR 8,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque Doña Guiomar II,CARRETERA ESTACION DE HORTALEZA 7,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque Doña Guiomar III,CALLE MONÓVAR 4,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque El Calero,CALLE VIRGEN DE NURIA S/N,Avenida Donostiarra,Calle Virgen de la Alegría nº 18
Instalación Deportiva Municipal Básica Parque Estafeta,CALLE ESTAFETA 4,,
Instalación Deportiva Municipal Básica Parque Eugenia de Montijo,CALLE PARQUE EUGENIA DE MONTIJO S/N,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Gabriela Mistral,CALLE ROSALIA DE CASTRO 69,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Parque General García Escámez,CALLE ANSELMO LORENZO s/n,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Huerta de la Salud,CALLE MAR DE LAS ANTILLAS 10,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Parque Huerta del Obispo,CALLE JUAN PEÑALVER 34,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque La Viña,CALLE CONCEJO DE TEVERGA 2,Méndez Álvaro,Calle Retama nº 5
Instalación Deportiva Municipal Básica Parque Luis Buñuel,CALLE LUIS BUÑUEL 38,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Parque Madrid Sur,CALLE LA DILIGENCIA 5,,
Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,INST. DEPORTIVA BASICA BACARES 20,Chamartín,Calle Rodríguez Jaén nº 40
Instalación Deportiva Municipal Básica Parque Manuel Azaña,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2
Instalación Deportiva Municipal Básica Parque Marchamalo,PARQUE MARCHAMALO s/n,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
Instalación Deportiva Municipal Básica Parque Martala I,CALLE PICO DE LOS ARTILLEROS 5,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Parque Martala II,CALLE PICO DE LOS ARTILLEROS 21,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Parque Meseta,RONDA COOPERATIVAS 6,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Norte,CALLE Arzobispo Morcillo 9,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Parque Olof Palme,CALLE CERECINOS 4,,
Instalación Deportiva Municipal Básica Parque Plata y Castañar,PASEO LOS FERROVIARIOS s/n,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Pradolongo,PARQUE PRADOLONGO s/n,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Rafael Finat,CALLE DAMASQUILLO S/N,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque San Blas,CALLE ALBAIDA S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Parque San Luciano,CALLE SAN LUCIANO 12,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Parque Santa Adela,CALLE SANTA ADELA 14,Pío XII,Avenida Pío XII nº 3
Instalación Deportiva Municipal Básica Parque Sector Surbatán,CALLE SEPULVEDA 99,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque Supermanzana 7,CALLE FERMIN CABALLERO 25,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),CALLE SALVADOR DE MADARIAGA s/n,Derechos Humanos,Calle Derechos Humanos nº 12
Instalación Deportiva Municipal Básica Parque Z,CALLE MARROQUINA 88,Marroquina,Calle Camino de los Vinateros nº 108
Instalación Deportiva Municipal Básica Parque de Atenas,PASEO VIRGEN DEL PUERTO 3,Segovia 45,Calle Segovia nº 45
Instalación Deportiva Municipal Básica Parque de Berlín,CALLE MARCENADO 49,Parque Berlín,Avenida de Concha Espina nº 34
Instalación Deportiva Municipal Básica Parque de Comillas,CALLE ANTONIO DE LEYVA 35,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Parque de Roma I,CALLE JUAN ESPLANDIU 4,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
Instalación Deportiva Municipal Básica Parque de Roma III,CALLE ALCALDE SAINZ DE BARANDA 90,Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,CALLE GORRION 36,Ermita Santo,Paseo de la Ermita del Santo nº 48
Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,CALLE VICENTE QUESADA 0,Ermita Santo,Paseo de la Ermita del Santo nº 48
Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,PASEO CHOPERA 4,Entrada Matadero,Paseo de la Chopera nº 14
Instalación Deportiva Municipal Básica Parque de Villa Rosa,CALLE EL PEDERNOSO 19,Carlota O’Neill,Calle Carlota O'Neill nº 32
Instalación Deportiva Municipal Básica Parque de la Alcazaba,AVENIDA EL FERROL 1,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Parque de la Cornisa,CALLE ROSARIO 5,Plaza de San Francisco,Plaza de San Francisco nº 5
Instalación Deportiva Municipal Básica Parque de la Ventilla,CALLE VIA LIMITE 101,Torre Cepsa,Calle Sinesio Delgado nº 2
Instalación Deportiva Municipal Básica Parque de la Vicalvarada,CALLE VEREDA DEL PINAR 1,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Parque de las Cruces,AVENIDA POBLADOS S/N,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de las Cruces I,CALLE ROMPEDIZO 15,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de las Cruces II,CALLE VIDAUBA 3,Caramuel,Calle Caramuel nº 51
Instalación Deportiva Municipal Básica Parque de los Carneros,CALLE BAJA DE LA IGLESIA 36,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Parque del Cementerio,CALLE BARBARA DE BRAGANZA 15,Plaza de las Salesas,Plaza de las Salesas 7
Instalación Deportiva Municipal Básica Parque del Oeste,PASEO CAMOENS S/N,Paseo de Moret,Paseo de Moret nº 11
Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),CALLE RAMON GOMEZ DE LA SERNA 22,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Paseo del Polideportivo,CALLE VIVERO DE LA PILARICA 3,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Patrimonio Humanidad,CALLE PATRIMONIO DE LA HUMANIDAD s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,CALLE PEONIAS 2,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Piedrahíta,CALLE PIEDRAHITA s/n,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
Instalación Deportiva Municipal Básica Pinar de la Elipa,CALLE JOSE LUIS DE ARRESE S/N,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
Instalación Deportiva Municipal Básica Pinos de Osuna,CALLE PINOS DE OSUNA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pirineos,CALLE PIRINEOS S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pista Deportiva P.A.R. La Alcazaba,INST. DEPORTIVA BASICA SINESIO DELGADO 26,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,CALLE PALAS DE REY s/n,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,CALLE JOAQUIN LORENZO 39,Facultad Derecho,Avenida Complutense nº 23
Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,AVENIDA LLANO CASTELLANO 1,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,CALLE MORALZARZAL 88,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,CALLE HACIENDA DE PAVONES 127,Pavones,Calle Hacienda de Pavones nº 342
Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,AVENIDA NIZA s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,CALLE AFUERAS A VALVERDE 2,Pedro Rico,Calle Pedro Rico nº 4
Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,CALLE CASTIELLO DE JACA 3,Manuel Caldeiro,Paseo de la Castellana nº 298
Instalación Deportiva Municipal Básica Pista de Skate,CALLE CAPITAN BLANCO ARGIBAY S/N,Francos Rodríguez,Calle Francos Rodríguez nº 62
Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,CALLE FRANCOS RODRIGUEZ 1,Estrecho,Calle Navarra nº 1
Instalación Deportiva Municipal Básica Plan Parcial,CALLE PLAN PARCIAL 3,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza Arturo Barea,PLAZA Arturo Barea s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,CARRETERA ANDALUCIA S/N,,
Instalación Deportiva Municipal Básica Plaza Fonsagrada,PLAZA FONSAGRADA 6,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Plaza Munguía,PLAZA MUNGUIA 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza Vallandes,CALLE CALESAS 4,Antonio López,Calle Eugenio Caxes frente al nº 12
Instalación Deportiva Municipal Básica Plaza de Arteijo,PLAZA ARTEIJO 10,Remonta,Calle Azucenas nº 1
Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,CALLE JOSE VILLENA s/n,Puente de Ventas,Avenida de Daroca nº 2
Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,PLAZA María Soledad Torres Acosta s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Plaza de Sestao,PLAZA SESTAO 1,Glorieta de Cádiz,Calle Antonio López nº 129
Instalación Deportiva Municipal Básica Plaza de la Orotava,PLAZA LA OROTAVA 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,PLAZA Campillo del Mundo Nuevo s/n,Segovia 26,Calle Segovia nº 26
Instalación Deportiva Municipal Básica Poblado Dirigido La Elipa,CALLE JOSE LUIS DE ARRESE s/n,Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
Instalación Deportiva Municipal Básica Pobladura del Valle,CALLE POBLADURA DEL VALLE s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Poeta Esteban Villegas,CALLE POETA ESTEBAN DE VILLEGAS 4,Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Instalación Deportiva Municipal Básica Polígono 20,CALLE PADRE CLARET 18,Corazón de María,Calle Santa Hortensia nº 31
Instalación Deportiva Municipal Básica Polígono de las Rosas,CALLE HELSINKI 8,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Polígono de África,CALLE VILLAESCUSA 56,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Pradillo,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Pradillo - Santa Marca,CALLE PRADILLO 23,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Prosperidad,CALLE PRADILLO 25,Prosperidad,Calle Suero de Quiñones nº 2
Instalación Deportiva Municipal Básica Pueblo Nuevo II,CALLE ASCAO s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77
Instalación Deportiva Municipal Básica Puente Ventas,CALLE VIRGEN DE LA PAZ 7 y 9,Puente de Ventas,Avenida de Daroca nº 2
Instalación Deportiva Municipal Básica Puerto Balbarán,CALLE PUERTO DE BALBARAN 4 y 6,,
Instalación Deportiva Municipal Básica Puerto Corlite,CALLE PUERTO DE CORLITE 8,,
Instalación Deportiva Municipal Básica Puerto Costabona,CALLE PUERTO DE COSTABONA 7,,
Instalación Deportiva Municipal Básica Puerto Costabona Tenis,CALLE PUERTO DE VELATE 18,,
