pk_ins,Place of interest,ins_latitude,ins_longitude,bicimad_latitude,bicimad_longitude,distance,Station location,Station ID,BiciMAD station
4547622,Instalación Deportiva Municipal Básica Urbis,40.41116588362631,-3.6420705862194342,40.408264,-3.646697,608.8215708727928,Calle Camino de los Vinateros nº 108,227.0,Marroquina
4541529,Instalación Deportiva Municipal Básica Valdebernardo,40.40033980287463,-3.618411260519516,40.400368,-3.634587,1804.290758699835,Calle Hacienda de Pavones nº 342,229.0,Pavones
4527695,Instalación Deportiva Municipal Básica Valdelasierra,40.39791145116776,-3.705800425076079,40.3974444,-3.7065277,96.35953610824936,Paseo de Yeserías nº 45,182.0,Madrid Río-Yeserías
4541401,Instalación Deportiva Municipal Básica Valderriba,40.40124935583484,-3.5979267062108398,40.400368,-3.634587,4090.3241677170968,Calle Hacienda de Pavones nº 342,229.0,Pavones
4528554,Instalación Deportiva Municipal Básica Valderromán,40.47081288448664,-3.721768680723159,40.45673408797698,-3.708002730875242,2194.1880895775826,Calle Francos Rodríguez nº 62,247.0,Francos Rodríguez
4542740,Instalación Deportiva Municipal Básica Valdetorres,40.47058975661767,-3.643627109650829,40.44370542379883,-3.648958444298144,3051.2627878178214,Calle Carlota O'Neill nº 32,238.0,Carlota O’Neill
4547454,Instalación Deportiva Municipal Básica Valdeyeros,40.48387386747736,-3.73068678732996,40.45109,-3.72937,3652.438576318619,Avenida Complutense nº 23,269.0,Facultad Derecho
4564299,Instalación Deportiva Municipal Básica Valle Inclán,40.37843087041222,-3.773851914617546,40.40913630273305,-3.728533714316331,6102.695860644727,Calle Caramuel nº 51,232.0,Caramuel
4547326,Instalación Deportiva Municipal Básica Vereda de Ganapanes,40.47131740905896,-3.7130564782441233,40.45673408797698,-3.708002730875242,1718.5113181700974,Calle Francos Rodríguez nº 62,247.0,Francos Rodríguez
4545662,Instalación Deportiva Municipal Básica Via Lusitana,40.37751706497499,-3.7286883543217897,40.398247,-3.716591,2673.280766841478,Glorieta Marqués de Vadillo nº 9,220.0,Marqués de Vadillo
4668039,Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,40.47152762204448,-3.654689432548898,40.46041,-3.67712,2791.4284856830736,Avenida Pío XII nº 3,262.0,Pío XII
4556651,Instalación Deportiva Municipal Básica Villabona,40.36884826418275,-3.7145784474448007,40.38895,-3.70017,2755.1400315895976,Calle Antonio López nº 129,221.0,Glorieta de Cádiz
4544577,Instalación Deportiva Municipal Básica Villalonso,40.34963625511252,-3.7079934408457023,40.38895,-3.70017,4462.555671035389,Calle Antonio López nº 129,221.0,Glorieta de Cádiz
4528593,Instalación Deportiva Municipal Básica Virgen de la Estrella,40.408549764339305,-3.668127133397626,40.4084556,-3.6697526,181.62048234391227,Calle Doctor Esquerdo nº 161,87.0,Niño Jesús
4542820,Instalación Deportiva Municipal Básica Virgen del Cortijo,40.4896891338737,-3.662689114816123,40.47938,-3.68532,2773.055200776594,Paseo de la Castellana nº 298,257.0,Manuel Caldeiro
4549174,Instalación Deportiva Municipal Básica Vital Aza,40.43077285384415,-3.644721019010737,40.429706,-3.640994,432.3605333026394,Calle Gutierre de Cetina nº 77,223.0,Gutierre de Cetina
5567439,Instalación Deportiva Municipal Básica Yeseros,40.38139501897959,-3.629842097739682,40.400368,-3.634587,2177.3672077896263,Calle Hacienda de Pavones nº 342,229.0,Pavones
4527222,Instalación Deportiva Municipal Básica Yeserías I,40.40060409154897,-3.712719914790534,40.4016111,-3.7138055,165.02058657485736,Calle Toledo nº 181,177.0,Pirámides
4539144,Instalación Deportiva Municipal Básica Zazuar,40.38257934400676,-3.6054546139177392,40.400368,-3.634587,3805.3182609999694,Calle Hacienda de Pavones nº 342,229.0,Pavones
4556422,Instalación Deportiva Municipal Básica Zofío,40.38074653650551,-3.717932056980073,40.39440607959559,-3.7080429728445563,1878.5933232255288,Calle San Delfín nº 9,235.0,San Delfín
6300758,Instalación Deportiva Municipal Básica de Ribadeo y Verín,40.47758381895994,-3.7107514580551744,40.4630277,-3.6973333,2205.93030553752,Calle Azucenas nº 1,215.0,Remonta
