ins_latitude,ins_longitude,bicimad_latitude,bicimad_longitude,distance
40.36264285659688,-3.5981484314802064,40.400368,-3.634587,5844.2832772656075
40.36751469466709,-3.588264644913803,40.400368,-3.634587,6330.202181471886
40.36861899124304,-3.618356801446381,40.400368,-3.634587,3970.9661460476823
40.37029726652408,-3.6120673755658,40.400368,-3.634587,4185.103647802616
40.37029726652408,-3.6120673755658,40.400368,-3.634587,4185.103647802616
40.40126476374574,-3.670479840720475,40.4032501,-3.6726019,323.8467019502896
40.37581378381724,-3.617327043456161,40.400368,-3.634587,3343.3154319745004
40.3728517892704,-3.626705109538528,40.400368,-3.634587,3186.7645289066263
40.38154336396018,-3.610581791001682,40.400368,-3.634587,3400.125732015549
40.36302244550467,-3.585074019427532,40.400368,-3.634587,6912.557518224716
40.43386078113328,-3.710817294009322,40.4338516,-3.708439,265.30832718481315
40.43935627177327,-3.704371546221416,40.4386944,-3.7038333,95.04608123382545
40.383448627578446,-3.6148637823176353,40.400368,-3.634587,2896.086352343644
40.37850528372228,-3.6160557738839376,40.400368,-3.634587,3193.0715505485905
40.38626820789469,-3.608600721310189,40.400368,-3.634587,3296.252708233333
40.37009915307182,-3.6134620847270176,40.400368,-3.634587,4111.677402346434
40.37949103344629,-3.615099935376509,40.400368,-3.634587,3182.0972461052393
40.38131130575197,-3.608459149580722,40.400368,-3.634587,3604.6839902426345
40.37277996162931,-3.6253783281885656,40.400368,-3.634587,3238.3082597958974
40.43935627177327,-3.704371546221416,40.4386944,-3.7038333,95.04608123382545
40.37710310380217,-3.618506339132532,40.400368,-3.634587,3150.3254588429872
40.38008195615357,-3.608267379645755,40.400368,-3.634587,3703.813425475522
40.37533906377627,-3.604183911642277,40.400368,-3.634587,4389.001389074492
40.37277996162931,-3.6253783281885656,40.400368,-3.634587,3238.3082597958974
40.37912373319082,-3.602985128269273,40.400368,-3.634587,4244.750554287778
40.38324470241852,-3.6091362899378696,40.400368,-3.634587,3419.413694873305
40.37930773206432,-3.603034130954479,40.400368,-3.634587,4228.823110350033
40.37678620920142,-3.608936762154641,40.400368,-3.634587,3882.91496852196
40.440630566426094,-3.709029718996936,40.4411388,-3.7080833,119.77963667551728
40.38004993117393,-3.6015066796262865,40.400368,-3.634587,4327.890423738289
40.37949103344629,-3.615099935376509,40.400368,-3.634587,3182.0972461052393
40.37533906377627,-3.604183911642277,40.400368,-3.634587,4389.001389074492
40.37480368698169,-3.734643175737238,40.398247,-3.716591,3296.357428816516
40.451251451000815,-3.590562683954837,40.429706,-3.640994,6115.159739153653
40.472046513237736,-3.5847993053542355,40.44370542379883,-3.648958444298144,7820.984670454269
40.36818417178253,-3.702392476781408,40.38895,-3.70017,2324.898156774213
40.430241502639134,-3.619981910665231,40.429706,-3.640994,2344.516581969323
40.46295611393323,-3.716129120337457,40.45673408797698,-3.708002730875242,1140.8471049539473
40.365063948772985,-3.695446430865286,40.38895,-3.70017,2710.68958764033
40.45990434942118,-3.669142805075655,40.4572466,-3.6763439,856.0248837828407
40.47351067334567,-3.585649589064375,40.44370542379883,-3.648958444298144,7802.203940670802
40.47947157886463,-3.661361646257895,40.4716,-3.68391,2663.502914120788
40.3761084833036,-3.74193729795335,40.398247,-3.716591,3750.786463378758
40.41909002674735,-3.62966306755892,40.429706,-3.640994,1730.3187731385526
40.425607242600144,-3.6256685841403034,40.429706,-3.640994,1769.2978355972602
